scenario_id,event_class,config,model,correct_diag,correct_tool,grounded,halluc,recommendation,latency,confidence,is_correct,raw,cause,outcome,equipment,severity,rec_tools,pred_cause,pred_tool,cause_ok,outcome_consistent,tool_consistent,parse_mode
IEEE14_SCN_000755,E2,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,39.529621601104736,1.0,True,"```json
{
  ""event_class"": ""E2"",
  ""confidence"": 1.0,
  ""tool"": ""power_flow"",
  ""reason"": ""The injected mechanism is a 20% demand decrease, which corresponds to a Load Drop (E2).""
}
```",E2,none,demand,high,n1_security;grid_query_topology,E2,power_flow,True,True,False,json
IEEE14_SCN_002041,E3,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,37.61292886734009,1.0,True,"```json
{
  ""event_class"": ""E3"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The injected mechanism is explicitly defined as a single transmission line outage (line_6_13).""
}
```",E3,undervoltage,branch,high,power_flow;state_estimation;contingency;n1_security;grid_query_topology;grid_query_limits,E3,contingency,True,True,True,json
IEEE14_SCN_002388,E7,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,45.03380584716797,1.0,True,"```json
{
  ""event_class"": ""E7"",
  ""confidence"": 1.0,
  ""tool"": ""grid_query"",
  ""reason"": ""The injection of increased excitation setpoints caused the system voltage to exceed 1.05 pu, resulting in an overvoltage event.""
}
```",E7,overvoltage,none,high,power_flow;state_estimation;n1_security;grid_query_topology;grid_query_limits,E7,grid_query,True,True,False,json
IEEE14_SCN_002566,E9,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,42.12717008590698,1.0,True,"```json
{
  ""event_class"": ""E9"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The event is compound, combining a transmission line outage (E3) and a significant load surge (E1).""
}
```",E9,undervoltage+overload,branch+demand,high,power_flow;state_estimation;contingency;n1_security;opf;grid_query_topology;grid_query_limits,E9,contingency,True,False,True,json
IEEE14_SCN_002979,E9,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,46.72859168052673,1.0,True,"```json
{
  ""event_class"": ""E9"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The event is explicitly described as a compound mechanism involving a line outage and a load surge.""
}
```",E9,none,branch+demand,high,power_flow;contingency;n1_security;grid_query_topology,E9,contingency,True,True,True,json
IEEE14_SCN_002925,E9,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,42.30259609222412,1.0,True,"```json
{
  ""event_class"": ""E9"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The injected mechanism is a compound event consisting of a transmission line outage and a load increase.""
}
```",E9,none,branch+demand,high,power_flow;contingency;n1_security;grid_query_topology,E9,contingency,True,True,True,json
IEEE14_SCN_001467,E4,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,45.45569205284119,1.0,True,"```json
{
  ""event_class"": ""E4"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The scenario explicitly injected a single generator outage (gen_G3).""
}
```",E4,none,generator,high,power_flow;contingency;n1_security;grid_query_topology,E4,contingency,True,True,True,json
IEEE14_SCN_002621,E9,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,47.15246748924256,1.0,True,"```json
{
  ""event_class"": ""E9"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The event is a compound mechanism combining a transmission line outage (line_1_2) and a significant load surge (20% demand increase).""
}
```",E9,overload,branch+demand,high,power_flow;state_estimation;contingency;n1_security;opf;grid_query_topology;grid_query_limits,E9,contingency,True,True,True,json
IEEE14_SCN_002945,E9,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,45.60446906089783,1.0,True,"```json
{
  ""event_class"": ""E9"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The injected event is a compound mechanism combining a transmission line outage (E3) and a load surge (E1).""
}
```",E9,none,branch+demand,high,power_flow;contingency;n1_security;grid_query_topology,E9,contingency,True,True,True,json
IEEE14_SCN_001395,E4,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,41.88875365257263,1.0,True,"```json
{
  ""event_class"": ""E4"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The injected mechanism is a single unit generator outage targeting gen_G8.""
}
```",E4,none,generator,high,power_flow;contingency;n1_security;grid_query_topology,E4,contingency,True,True,True,json
IEEE14_SCN_001944,E3,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,36.842286348342896,1.0,True,"```json
{
  ""event_class"": ""E3"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The injected mechanism is explicitly defined as a single transmission line outage (line_6_13).""
}
```",E3,undervoltage,branch,high,power_flow;state_estimation;contingency;n1_security;grid_query_topology;grid_query_limits,E3,contingency,True,True,True,json
IEEE14_SCN_001695,E5,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,44.64995718002319,1.0,True,"```json
{
  ""event_class"": ""E5"",
  ""confidence"": 1.0,
  ""tool"": ""grid_query"",
  ""reason"": ""The injected mechanism is explicitly defined as a medium down-ramp of renewable generation (PV and Wind), which corresponds directly to the E5 Renewable Ramp class.""
}
```",E5,none,renewable,high,n1_security;grid_query_topology,E5,grid_query,True,True,False,json
IEEE14_SCN_001664,E5,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,40.72543597221375,1.0,True,"```json
{
  ""event_class"": ""E5"",
  ""confidence"": 1.0,
  ""tool"": ""grid_query"",
  ""reason"": ""The injected mechanism is explicitly defined as a renewable_ramp (down-ramp of wind generation) targeting sgen_WIND6.""
}
```",E5,none,renewable,high,n1_security;grid_query_topology,E5,grid_query,True,True,False,json
IEEE14_SCN_000993,E3,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,55.000550985336304,1.0,True,"```json
{
  ""event_class"": ""E3"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The injected mechanism is explicitly defined as a single line outage (line_9_14), which corresponds directly to the E3 Transmission-Line Outage class.""
}
```",E3,none,branch,high,power_flow;contingency;n1_security;grid_query_topology,E3,contingency,True,True,True,json
IEEE14_SCN_001429,E4,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,45.1980619430542,1.0,True,"```json
{
  ""event_class"": ""E4"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The injected mechanism is a single unit generator outage (gen_G2), which directly corresponds to the E4 class.""
}
```",E4,none,generator,high,power_flow;contingency;n1_security;grid_query_topology,E4,contingency,True,True,True,json
IEEE14_SCN_001827,E3,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,40.07849550247192,1.0,True,"```json
{
  ""event_class"": ""E3"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The injected mechanism is explicitly defined as a single line outage (line_6_13).""
}
```",E3,undervoltage,branch,high,power_flow;state_estimation;contingency;n1_security;grid_query_topology;grid_query_limits,E3,contingency,True,True,True,json
IEEE14_SCN_001720,E5,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,42.53536367416382,1.0,True,"```json
{
  ""event_class"": ""E5"",
  ""confidence"": 1.0,
  ""tool"": ""power_flow"",
  ""reason"": ""The scenario explicitly injected a renewable ramp (up-ramp of PV and Wind) which is classified as E5.""
}
```",E5,none,renewable,high,n1_security;grid_query_topology,E5,power_flow,True,True,False,json
IEEE14_SCN_001858,E4,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,41.53136086463928,1.0,True,"```json
{
  ""event_class"": ""E4"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The injected mechanism is a single generator outage (gen_G6), which directly corresponds to the definition of E4.""
}
```",E4,undervoltage,generator,high,power_flow;state_estimation;contingency;n1_security;grid_query_topology;grid_query_limits,E4,contingency,True,True,True,json
IEEE14_SCN_000735,E2,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,44.5898916721344,1.0,True,"```json
{
  ""event_class"": ""E2"",
  ""confidence"": 1.0,
  ""tool"": ""grid_query"",
  ""reason"": ""The injected mechanism is a 20% demand decrease at a single bus, which directly corresponds to the definition of a Load Drop (E2).""
}
```",E2,none,demand,high,n1_security;grid_query_topology,E2,grid_query,True,True,False,json
IEEE14_SCN_002341,E7,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,54.44074773788452,0.95,True,"```json
{
  ""event_class"": ""E7"",
  ""confidence"": 0.95,
  ""tool"": ""grid_query"",
  ""reason"": ""The AVR setpoint shift increases reactive power generation, resulting in confirmed overvoltage (V > 1.05) at multiple buses.""
}
```",E7,overvoltage,none,high,power_flow;state_estimation;n1_security;grid_query_topology;grid_query_limits,E7,grid_query,True,True,False,json
IEEE14_SCN_001199,E3,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,43.80528688430786,1.0,True,"```json
{
  ""event_class"": ""E3"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The scenario explicitly inject a single line outage (line_10_11), which directly corresponds to the E3 Transmission-Line Outage class.""
}
```",E3,none,branch,high,power_flow;contingency;n1_security;grid_query_topology,E3,contingency,True,True,True,json
IEEE14_SCN_001384,E4,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,42.79254484176636,1.0,True,"```json
{
  ""event_class"": ""E4"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The scenario explicitly injected a single generator outage targeting gen_G2.""
}
```",E4,none,generator,high,power_flow;contingency;n1_security;grid_query_topology,E4,contingency,True,True,True,json
IEEE14_SCN_001784,E5,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,39.63586902618408,1.0,True,"```json
{
  ""event_class"": ""E5"",
  ""confidence"": 1.0,
  ""tool"": ""grid_query"",
  ""reason"": ""The injected mechanism is explicitly defined as a renewable_ramp (up-ramp of PV and Wind availability).""
}
```",E5,none,renewable,high,n1_security;grid_query_topology,E5,grid_query,True,True,False,json
IEEE14_SCN_002692,E9,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,47.21784138679504,1.0,True,"```json
{
  ""event_class"": ""E9"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The event is a compound mechanism combining a transmission line outage (E3) and a significant load surge (E1).""
}
```",E9,undervoltage+overload,branch+demand,high,power_flow;state_estimation;contingency;n1_security;opf;grid_query_topology;grid_query_limits,E9,contingency,True,False,True,json
IEEE14_SCN_002494,E9,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,49.13925623893738,1.0,True,"```json
{
  ""event_class"": ""E9"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The event is explicitly described as a compound mechanism involving a transmission line outage and a load surge.""
}
```",E9,undervoltage+overload,branch+demand,high,power_flow;state_estimation;contingency;n1_security;opf;grid_query_topology;grid_query_limits,E9,contingency,True,False,True,json
IEEE14_SCN_002988,E9,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,41.11624240875244,1.0,True,"```json
{
  ""event_class"": ""E9"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The event is compound, involving the outage of line_6_13 and a 20% load demand increase.""
}
```",E9,undervoltage,branch+demand,high,power_flow;state_estimation;contingency;n1_security;grid_query_topology;grid_query_limits,E9,contingency,True,True,True,json
IEEE14_SCN_000068,E0,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,38.68493366241455,1.0,True,"```json
{
  ""event_class"": ""E0"",
  ""confidence"": 1.0,
  ""tool"": ""grid_query"",
  ""reason"": ""The injected mechanism was explicitly stated as 'none' and 'no disturbance injected'.""
}
```",E0,none,none,high,n1_security;grid_query_topology,E0,grid_query,True,True,False,json
IEEE14_SCN_002854,E9,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,50.36633515357971,1.0,True,"```json
{
  ""event_class"": ""E9"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The injected mechanism is a compound event combining a transmission line outage (E3) and a load surge (E1).""
}
```",E9,none,branch+demand,high,power_flow;contingency;n1_security;grid_query_topology,E9,contingency,True,True,True,json
IEEE14_SCN_002234,E7,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,48.16962742805481,1.0,True,"```json
{
  ""event_class"": ""E7"",
  ""confidence"": 1.0,
  ""tool"": ""power_flow"",
  ""reason"": ""The injection of increased excitation setpoints caused the post-event bus voltages to exceed 1.05 pu, resulting in an overvoltage condition.""
}
```",E7,overvoltage,none,high,power_flow;state_estimation;n1_security;grid_query_topology;grid_query_limits,E7,power_flow,True,True,True,json
IEEE14_SCN_000953,E3,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,38.1447696685791,1.0,True,"```json
{
  ""event_class"": ""E3"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The scenario explicitly inject a single transmission line outage (line_2_5).""
}
```",E3,none,branch,high,power_flow;contingency;n1_security;grid_query_topology,E3,contingency,True,True,True,json
IEEE14_SCN_002785,E9,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,40.16378140449524,1.0,True,"```json
{
  ""event_class"": ""E9"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The event is compound, involving a transmission line outage (E3) and a load surge (E1) simultaneously.""
}
```",E9,none,branch+demand,high,power_flow;contingency;n1_security;grid_query_topology,E9,contingency,True,True,True,json
IEEE14_SCN_001925,E3,E1_LLM,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,39.31874918937683,1.0,True,"```json
{
  ""event_class"": ""E3"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The scenario explicitly inject a single line outage on line_13_14, which matches the definition of E3.""
}
```",E3,undervoltage,branch,high,power_flow;state_estimation;contingency;n1_security;grid_query_topology;grid_query_limits,E3,contingency,True,True,True,json
IEEE14_SCN_002703,E9,E2_LLM_RAG,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,48.40694046020508,1.0,True,"```json
{
  ""event_class"": ""E9"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The injected mechanism is explicitly defined as a compound event combining a transmission line outage and a load surge.""
}
```",E9,undervoltage,branch+demand,high,power_flow;state_estimation;contingency;n1_security;grid_query_topology;grid_query_limits,E9,contingency,True,True,True,json
IEEE14_SCN_001981,E3,E2_LLM_RAG,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,41.4348418712616,1.0,True,"```json
{
  ""event_class"": ""E3"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The scenario explicitly inject a single line outage (line_6_13), which matches the definition of E3.""
}
```",E3,undervoltage,branch,high,power_flow;state_estimation;contingency;n1_security;grid_query_topology;grid_query_limits,E3,contingency,True,True,True,json
IEEE14_SCN_000948,E3,E2_LLM_RAG,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,44.08281207084656,1.0,True,"```json
{
  ""event_class"": ""E3"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The injected mechanism is explicitly defined as a single line outage of line_2_4, which matches the definition of E3.""
}
```",E3,none,branch,high,power_flow;contingency;n1_security;grid_query_topology,E3,contingency,True,True,True,json
IEEE14_SCN_001349,E4,E2_LLM_RAG,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,42.76692962646485,1.0,True,"```json
{
  ""event_class"": ""E4"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The scenario explicitly inject a single unit generator outage (gen_G6), which corresponds to E4.""
}
```",E4,none,generator,high,power_flow;contingency;n1_security;grid_query_topology,E4,contingency,True,True,True,json
IEEE14_SCN_002035,E3,E2_LLM_RAG,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,42.37195801734924,1.0,True,"```json
{
  ""event_class"": ""E3"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The scenario explicitly defines the injected mechanism as a single line outage of line_6_13.""
}
```",E3,undervoltage,branch,high,power_flow;state_estimation;contingency;n1_security;grid_query_topology;grid_query_limits,E3,contingency,True,True,True,json
IEEE14_SCN_002982,E9,E2_LLM_RAG,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,47.95080590248108,1.0,True,"```json
{
  ""event_class"": ""E9"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The injected mechanism is explicitly defined as a compound event combining a line outage (E3) and a load surge (E1).""
}
```",E9,none,branch+demand,high,power_flow;contingency;n1_security;grid_query_topology,E9,contingency,True,True,True,json
IEEE14_SCN_002055,E3,E2_LLM_RAG,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,37.5070481300354,1.0,True,"```json
{
  ""event_class"": ""E3"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The scenario explicitly inject a single line outage on line_6_13, which matches the definition of E3.""
}
```",E3,undervoltage,branch,high,power_flow;state_estimation;contingency;n1_security;grid_query_topology;grid_query_limits,E3,contingency,True,True,True,json
IEEE14_SCN_001408,E4,E2_LLM_RAG,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,46.51133155822754,1.0,True,"```json
{
  ""event_class"": ""E4"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The injected mechanism is explicitly defined as a single unit generator outage targeting gen_G6.""
}
```",E4,none,generator,high,power_flow;contingency;n1_security;grid_query_topology,E4,contingency,True,True,True,json
IEEE14_SCN_001614,E5,E2_LLM_RAG,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,56.06465673446655,1.0,True,"```json
{
  ""event_class"": ""E5"",
  ""confidence"": 1.0,
  ""tool"": ""power_flow"",
  ""reason"": ""The injected mechanism is explicitly a renewable_ramp targeting a PV generator, which defines event class E5.""
}
```",E5,none,renewable,high,n1_security;grid_query_topology,E5,power_flow,True,True,False,json
IEEE14_SCN_001945,E3,E2_LLM_RAG,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,46.35383629798889,1.0,True,"```json
{
  ""event_class"": ""E3"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The scenario explicitly inject a single line outage on line_6_13, which is defined as a Transmission-Line Outage (E3).""
}
```",E3,undervoltage,branch,high,power_flow;state_estimation;contingency;n1_security;grid_query_topology;grid_query_limits,E3,contingency,True,True,True,json
IEEE14_SCN_002263,E7,E2_LLM_RAG,Local,False,True,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,53.80086946487427,0.5,False,```json,E7,overvoltage,none,high,power_flow;state_estimation;n1_security;grid_query_topology;grid_query_limits,?,power_flow,False,False,True,fallback-E0
IEEE14_SCN_001379,E4,E2_LLM_RAG,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,43.051315784454346,1.0,True,"```json
{
  ""event_class"": ""E4"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The injected mechanism is explicitly defined as a single unit generator outage targeting gen_G6.""
}
```",E4,none,generator,high,power_flow;contingency;n1_security;grid_query_topology,E4,contingency,True,True,True,json
IEEE14_SCN_001155,E3,E2_LLM_RAG,Local,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,39.835270166397095,1.0,False,"```json
{
  ""event_class"": ""E9"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The scenario involves a line outage (E3) which results in a post-event overvoltage condition (E7).""
}
```",E3,none,branch,high,power_flow;contingency;n1_security;grid_query_topology,E9,contingency,False,True,True,json
IEEE14_SCN_002994,E9,E2_LLM_RAG,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,50.496190309524536,1.0,True,"```json
{
  ""event_class"": ""E9"",
  ""confidence"": 1.0,
  ""tool"": ""power_flow"",
  ""reason"": ""The injected event is explicitly defined as a compound mechanism combining a generator outage (gen_G6) and a large renewable ramp down (sgen_PV14, sgen_WIND6).""
}
```",E9,none,branch+demand,high,power_flow;contingency;n1_security;grid_query_topology,E9,power_flow,True,True,True,json
IEEE14_SCN_002292,E7,E2_LLM_RAG,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,51.19232273101807,1.0,True,"```json
{
  ""event_class"": ""E7"",
  ""confidence"": 1.0,
  ""tool"": ""grid_query"",
  ""reason"": ""The injection of increased AVR setpoints resulted in post-event bus voltages exceeding 1.05 pu, specifically reaching 1.0800 pu.""
}
```",E7,overvoltage,none,high,power_flow;state_estimation;n1_security;grid_query_topology;grid_query_limits,E7,grid_query,True,True,False,json
IEEE14_SCN_001918,E3,E2_LLM_RAG,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,38.79384827613831,1.0,True,"```json
{
  ""event_class"": ""E3"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The scenario explicitly inject a single line outage on line_6_13, which is defined as E3.""
}
```",E3,undervoltage,branch,high,power_flow;state_estimation;contingency;n1_security;grid_query_topology;grid_query_limits,E3,contingency,True,True,True,json
IEEE14_SCN_001027,E3,E2_LLM_RAG,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,48.21609044075012,1.0,True,"```json
{
  ""event_class"": ""E3"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The injected mechanism is explicitly defined as a single line outage targeting line_2_5.""
}
```",E3,none,branch,high,power_flow;contingency;n1_security;grid_query_topology,E3,contingency,True,True,True,json
IEEE14_SCN_002976,E9,E2_LLM_RAG,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,50.54431676864624,1.0,True,"```json
{
  ""event_class"": ""E9"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The injected mechanism is explicitly defined as a compound event combining a transmission line outage (E3) and a significant load surge (E1).""
}
```",E9,undervoltage,branch+demand,high,power_flow;state_estimation;contingency;n1_security;grid_query_topology;grid_query_limits,E9,contingency,True,True,True,json
IEEE14_SCN_000382,E1,E2_LLM_RAG,Local,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,42.16354990005493,1.0,True,"```json
{
  ""event_class"": ""E1"",
  ""confidence"": 1.0,
  ""tool"": ""power_flow"",
  ""reason"": ""The injected mechanism is a 30% demand increase at a single bus, which is defined as a load surge.""
}
```",E1,none,demand,high,n1_security;grid_query_topology,E1,power_flow,True,True,False,json
